season_code,event_code,item_code,pr_level,order_qty,event_amt,event_pmt,price_type,class_name,new_tickets,alumni_tickets,class_category,unit_price,pricing_tier,seat_value_index,sport_type,season_year,is_revenue_generating,is_season_ticket,is_comp,is_transfer
BB24,MB01,MBS,Upper A,25.0,150.0,150.0,Season UT Pkg - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,6.0,3,0.9,BASKETBALL,2024,1,1,0,0
BB24,MB01,MBS,Upper A,1.0,6.0,6.0,Season Youth - NEW,New Season Tickets - Standard,1,0,Standard,6.0,3,0.9,BASKETBALL,2024,1,1,0,0
BB24,MB01,MBS,Upper B,41.0,109.47,109.47,Season F/S,Season Tickets - F/S,0,0,F/S,2.67,3,0.9,BASKETBALL,2024,1,1,0,0
BB24,MB01,MBS,Upper B,4.0,10.68,10.68,Season F/S - Grogan,Season Tickets - F/S,0,0,F/S,2.67,3,0.9,BASKETBALL,2024,1,1,0,0
BB24,MB01,MBS,Upper B,2.0,5.34,8.01,Season F/S - NEW,New Season Tickets - F/S,1,0,F/S,4.005,3,0.9,BASKETBALL,2024,1,1,0,0
BB24,MB01,MBS,Upper B,135.0,719.55,719.55,Season Full Price,Season Tickets - Standard,0,0,Standard,5.33,3,0.9,BASKETBALL,2024,1,1,0,0
BB24,MB01,MBS,Upper B,9.0,47.97,47.97,Season Full Price - Grogan,Season Tickets - Standard,0,0,Standard,5.33,3,0.9,BASKETBALL,2024,1,1,0,0
BB24,MB01,MBS,Upper B,15.0,79.95,79.95,Season Full Price - NEW,New Season Tickets - Standard,1,0,Standard,5.33,3,0.9,BASKETBALL,2024,1,1,0,0
BB24,MB01,MBS,Upper B,4.0,10.68,10.68,Season Youth,Season Tickets - Standard,0,0,Standard,2.67,3,0.9,BASKETBALL,2024,1,1,0,0
BB24,MB01,MBS,Upper B,2.0,5.34,5.34,Season Youth - NEW,New Season Tickets - Standard,1,0,Standard,2.67,3,0.9,BASKETBALL,2024,1,1,0,0
BB24,MB02,MB02,Bleachers,5.0,55.0,55.0,Day of Student Guest,Single Game - Day of Game,0,0,Day of Game,11.0,3,0.8,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Bleachers,4.0,36.0,36.0,Student Guest (Limit 2),Single Game - Standard,0,0,Standard,9.0,3,0.8,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Club,2.0,28.0,28.0,Transfer Full Price - Grogan,Transfer,0,0,Other,14.0,3,1.5,BASKETBALL,2024,1,0,0,1
BB24,MB02,MB02,Club,4.0,28.0,28.0,Transfer UT Pkg - Grogan,Transfer,0,0,Other,7.0,3,1.5,BASKETBALL,2024,1,0,0,1
BB24,MB02,MB02,Courtside,2.0,28.0,28.0,Transfer Full Price - Grogan,Transfer,0,0,Other,14.0,3,1.5,BASKETBALL,2024,1,0,0,1
BB24,MB02,MB02,Courtside,7.0,49.0,49.0,Transfer UT Pkg - Grogan,Transfer,0,0,Other,7.0,3,1.5,BASKETBALL,2024,1,0,0,1
BB24,MB02,MB02,Loge,13.0,91.0,91.0,Transfer UT Pkg - Grogan,Transfer,0,0,Other,7.0,3,1.3,BASKETBALL,2024,1,0,0,1
BB24,MB02,MB02,Loge,13.0,91.0,91.0,Transfer UT Pkg F/S -  Grogan,Transfer,0,0,Other,7.0,3,1.3,BASKETBALL,2024,1,0,0,1
BB24,MB02,MB02,Premium Blue,6.0,294.0,294.0,Day of Full Price,Single Game - Day of Game,0,0,Day of Game,49.0,2,1.0,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Premium Blue,7.0,133.0,133.0,Donor Extra - Grogan,Single Game - Standard,0,0,Standard,19.0,3,1.0,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Premium Blue,2.0,47.0,47.0,F/S (Limit 2),Single Game - F/S,0,0,F/S,23.5,2,1.0,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Premium Blue,18.0,846.0,846.0,Full Price,Single Game - Standard,0,0,Standard,47.0,2,1.0,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Premium Blue,2.0,16.16,16.16,Transfer F/S - Grogan,Transfer,0,0,Other,8.08,3,1.0,BASKETBALL,2024,1,0,0,1
BB24,MB02,MB02,Premium Blue,4.0,56.0,56.0,Transfer Full Price,Transfer,0,0,Other,14.0,3,1.0,BASKETBALL,2024,1,0,0,1
BB24,MB02,MB02,Premium Blue,11.0,154.0,154.0,Transfer Full Price - Grogan,Transfer,0,0,Other,14.0,3,1.0,BASKETBALL,2024,1,0,0,1
BB24,MB02,MB02,Premium Blue,2.0,14.0,14.0,Transfer UT Pkg - Grogan,Transfer,0,0,Other,7.0,3,1.0,BASKETBALL,2024,1,0,0,1
BB24,MB02,MB02,Premium Blue,4.0,94.0,94.0,Youth (12 & Under),Single Game - Standard,0,0,Standard,23.5,2,1.0,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Premium Gold,2.0,74.0,74.0,Day of Full Price,Single Game - Day of Game,0,0,Day of Game,37.0,2,1.0,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Premium Gold,18.0,75.32,75.32,Transfer RSP 1/3,Transfer,0,0,Other,4.184444444444444,3,1.0,BASKETBALL,2024,1,0,0,1
BB24,MB02,MB02,Premium Purple,7.0,175.0,175.0,Day of Full Price,Single Game - Day of Game,0,0,Day of Game,25.0,2,1.0,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Premium Purple,38.0,874.0,874.0,Full Price,Single Game - Standard,0,0,Standard,23.0,2,1.0,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Premium Purple,8.0,48.0,48.0,Transfer F/S - Grogan,Transfer,0,0,Other,6.0,3,1.0,BASKETBALL,2024,1,0,0,1
BB24,MB02,MB02,Premium Purple,13.0,149.5,149.5,Youth (12 & Under),Single Game - Standard,0,0,Standard,11.5,3,1.0,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Suite,21.0,147.0,147.0,Transfer UT Pkg - Grogan,Transfer,0,0,Other,7.0,3,1.0,BASKETBALL,2024,1,0,0,1
BB24,MB02,MB02,Upper A,21.0,399.0,399.0,Day of Full Price,Single Game - Day of Game,0,0,Day of Game,19.0,3,0.9,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Upper A,19.0,323.0,323.0,Full Price,Single Game - Standard,0,0,Standard,17.0,3,0.9,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Upper A,1.0,12.0,12.0,Transfer Full Price,Transfer,0,0,Other,12.0,3,0.9,BASKETBALL,2024,1,0,0,1
BB24,MB02,MB02,Upper A,4.0,34.0,34.0,Youth (12 & Under),Single Game - Standard,0,0,Standard,8.5,3,0.9,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Upper B,10.0,130.0,130.0,Day of Full Price,Single Game - Day of Game,0,0,Day of Game,13.0,3,0.9,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Upper B,5.0,32.5,32.5,Day of Youth,Single Game - Day of Game,0,0,Day of Game,6.5,3,0.9,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Upper B,34.0,374.0,374.0,Full Price,Single Game - Standard,0,0,Standard,11.0,3,0.9,BASKETBALL,2024,1,0,0,0
BB24,MB02,MB02,Upper B,8.0,42.64,42.64,Transfer Full Price,Transfer,0,0,Other,5.33,3,0.9,BASKETBALL,2024,1,0,0,1
BB24,MB02,MB02,Upper B,20.0,110.0,110.0,Youth (12 & Under),Single Game - Standard,0,0,Standard,5.5,3,0.9,BASKETBALL,2024,1,0,0,0
BB24,MB02,MBS,Club,6.0,42.0,42.0,Season F/S - NEW - Grogan,New Season Tickets - F/S,1,0,F/S,7.0,3,1.5,BASKETBALL,2024,1,1,0,0
BB24,MB02,MBS,Club,54.0,756.0,756.0,Season Full Price - Grogan,Season Tickets - Standard,0,0,Standard,14.0,3,1.5,BASKETBALL,2024,1,1,0,0
BB24,MB02,MBS,Club,10.0,140.0,140.0,Season Full Price - NEW - Grogan,New Season Tickets - Standard,1,0,Standard,14.0,3,1.5,BASKETBALL,2024,1,1,0,0
BB24,MB02,MBS,Club,42.0,294.0,294.0,Season UT Pkg - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,7.0,3,1.5,BASKETBALL,2024,1,1,0,0
BB24,MB02,MBS,Club,4.0,28.0,28.0,Season UT Pkg - NEW - Grogan,New Season Tickets - Package/Trade,1,0,Package/Trade,7.0,3,1.5,BASKETBALL,2024,1,1,0,0
BB24,MB02,MBS,Club,2.0,14.0,14.0,Season UT Pkg F/S - Grogan,Season Tickets - F/S,0,0,F/S,7.0,3,1.5,BASKETBALL,2024,1,1,0,0
BB24,MB02,MBS,Courtside,16.0,224.0,224.0,Season Full Price - Grogan,Season Tickets - Standard,0,0,Standard,14.0,3,1.5,BASKETBALL,2024,1,1,0,0
BB24,MB02,MBS,Courtside,21.0,147.0,147.0,Season UT Pkg - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,7.0,3,1.5,BASKETBALL,2024,1,1,0,0
BB24,MB02,MBS,Courtside,2.0,14.0,14.0,Season UT Pkg - NEW - Grogan,New Season Tickets - Package/Trade,1,0,Package/Trade,7.0,3,1.5,BASKETBALL,2024,1,1,0,0
BB24,MB02,MBS,Loge,69.0,483.0,483.0,Season UT Pkg - Grogan,Season Tickets - Package/Trade,0,0,Package/Trade,7.0,3,1.3,BASKETBALL,2024,1,1,0,0
BB24,MB02,MBS,Loge,8.0,56.0,56.0,Season UT Pkg - NEW - Grogan,New Season Tickets - Package/Trade,1,0,Package/Trade,7.0,3,1.3,BASKETBALL,2024,1,1,0,0
BB24,MB02,MBS,Loge,4.0,28.0,28.0,Season UT Pkg F/S - Grogan,Season Tickets - F/S,0,0,F/S,7.0,3,1.3,BASKETBALL,2024,1,1,0,0
